BldgDmgFnId,Source,ft04m,ft03m,ft02m,ft01m,ft00,ft01,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24,Comment
167,USACE - New Orleans,0,0,0,0,0,45,57,70,75,79,80,83,83,83,83,91,94,98,98,99,99,99,99,99,99,99,99,99,99,
168,USACE - New Orleans,0,0,0,0,0,70,75,79,80,83,83,83,83,83,83,98,98,99,99,99,99,99,99,99,99,99,99,99,99,
169,USACE - New Orleans,0,0,0,4,12,25,33,34,36,42,42,42,42,53,62,66,66,67,71,71,71,71,71,71,71,71,71,71,71,
170,USACE - New Orleans,0,0,0,0,3,25,29,30,33,40,40,40,40,48,55,58,58,60,64,64,64,64,64,64,64,64,64,64,64,
171,USACE - New Orleans,0,0,0,4,18,54,55,55,57,60,60,60,60,63,71,73,74,74,74,74,74,74,74,74,74,74,74,74,74,
172,USACE - New Orleans,0,0,0,0,5,44,46,50,52,52,52,52,52,56,66,68,68,70,70,70,70,70,70,70,70,70,70,70,70,
173,USACE - St. Paul,0,0,0,0,11,32,39,41,46,51,54,54,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
174,USACE - St. Paul,0,0,0,0,6,18,20,22,25,27,29,29,32,36,45,45,45,47,49,49,49,49,49,49,49,49,49,49,49,
175,USACE - Wilmington,3,4,4,4,8,11,19,28,30,34,36,37,39,41,43,45,46,47,49,50,51,53,55,57,60,73,87,100,100,
176,USACE - Wilmington,1,1,1,1,8,11,18,22,25,29,32,34,37,39,42,44,45,47,48,50,51,53,55,57,60,65,70,75,75,
177,USACE - Wilmington,0,0,0,0,1,3,4,6,8,9,11,13,15,21,27,35,37,41,43,46,49,51,53,55,57,71,86,100,100,
178,USACE - Wilmington,4,4,5,6,9,14,23,36,39,46,47,49,50,52,54,58,62,66,70,74,80,81,83,84,85,90,95,100,100,
179,USACE - Wilmington,1,1,1,1,9,14,23,28,32,36,39,43,46,49,52,56,60,64,68,73,80,81,83,84,85,85,85,85,85,
180,USACE - Wilmington,0,0,1,1,1,4,6,8,10,12,14,17,20,21,32,42,45,49,53,57,61,63,64,66,68,78,89,100,100,
181,USACE - Wilmington,4,4,5,8,10,14,22,26,28,33,37,41,45,49,54,57,60,63,69,74,80,84,84,85,85,90,95,100,100,
182,USACE - Wilmington,0,0,0,0,3,5,7,11,16,20,25,29,34,38,43,47,51,54,58,62,67,69,72,75,78,80,82,84,84,
183,USACE - Wilmington,3,3,3,4,7,9,15,23,25,29,31,32,34,35,37,40,44,48,51,55,57,60,62,65,68,78,89,100,100,
184,USACE - Wilmington,0,0,1,1,7,9,15,18,22,25,27,29,32,34,36,40,43,47,50,54,57,60,62,65,68,71,74,77,77,
185,USACE - Wilmington,0,0,0,0,0,2,4,5,7,8,10,10,13,16,21,26,32,36,38,41,43,45,48,51,55,70,85,100,100,
189,FIA,0,0,0,0,11,44,63,73,78,79,81,82,83,84,85,86,88,89,90,91,92,94,95,96,97,98,99,100,100,
190,FIA,0,0,0,0,8,45,64,74,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,
191,USACE - Chicago,0,0,0,0,10,44,63,73,78,80,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,
192,USACE - Galveston,0,0,0,0,14,19,31,54,93,96,96,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,
193,USACE - New Orleans,0,0,0,6,10,45,46,46,50,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,
194,USACE - New Orleans,0,0,0,6,10,45,46,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,
195,USACE - New Orleans,0,0,0,6,10,45,47,47,51,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,
196,USACE - New Orleans,0,0,0,6,10,45,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,
197,USACE - New Orleans,0,0,0,0,0,38,56,69,80,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,
198,USACE - New Orleans,0,0,0,0,0,85,95,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,
199,USACE - New Orleans,0,0,0,0,0,45,64,71,82,92,92,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,
200,USACE - New Orleans,0,0,0,0,0,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
201,USACE - New Orleans,0,0,0,1,17,45,49,49,52,57,58,58,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,
202,USACE - New Orleans,0,0,0,12,32,64,66,66,66,66,66,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,
203,USACE - Wilmington,1,1,2,3,8,27,42,60,93,96,96,97,97,97,98,98,98,98,99,99,99,99,99,99,100,100,100,100,100,
204,USACE - Chicago,0,0,0,0,15,16,25,28,29,31,40,43,43,45,46,47,47,49,50,51,52,53,54,55,56,57,58,59,60,
205,USACE - Chicago,0,0,4,8,12,15,20,23,28,33,37,43,48,51,53,55,57,59,60,61,62,63,64,65,66,67,68,69,70,
206,USACE - Galveston,0,0,0,0,5,18,25,30,34,38,41,43,46,48,50,52,54,55,57,59,59,60,63,65,66,67,68,69,70,
207,USACE - Galveston,0,0,0,0,5,28,29,31,36,37,39,40,41,42,44,46,48,52,55,58,61,64,68,69,70,71,72,73,74,
208,USACE - Wilmington,10,11,12,14,15,20,21,23,25,29,32,35,38,42,46,51,55,58,61,65,70,74,78,83,87,91,96,100,100,
209,USACE - Galveston,0,0,0,0,0,3,5,6,7,9,12,14,18,21,26,31,36,41,46,50,54,58,62,66,70,74,78,82,86,
210,USACE - Galveston,0,0,0,0,0,1,2,2,2,3,5,6,9,11,15,18,22,26,30,34,39,43,48,53,58,63,68,73,78,
211,USACE - Galveston,0,0,0,0,0,4,7,10,12,15,18,22,26,31,37,43,50,56,61,65,69,72,76,79,82,85,88,91,94,
212,USACE - Wilmington,0,0,0,0,11,21,30,37,42,47,51,56,61,66,70,75,79,84,88,92,96,100,100,100,100,100,100,100,100,
213,USACE - Wilmington,0,0,0,0,10,16,21,28,36,46,54,63,70,73,75,77,79,81,83,85,87,89,91,93,95,97,99,100,100,
214,USACE - Galveston,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,RES6 default
215,USACE - Galveston,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,
216,USACE - Wilmington,0,0,0,0,12,21,27,34,41,49,55,62,68,73,78,83,88,93,98,100,100,100,100,100,100,100,100,100,100,
217,USACE - Galveston,0,0,0,0,1,9,14,16,18,20,23,26,30,34,38,42,47,51,55,58,61,64,67,69,71,74,76,78,80,
218,USACE - Galveston,0,0,0,0,0,17,17,18,19,21,23,25,28,32,35,39,43,47,52,56,61,65,70,75,80,85,90,95,100,
219,USACE - Galveston,0,0,0,0,0,17,17,18,19,21,23,25,28,32,35,39,43,49,52,56,61,65,70,75,80,85,90,95,100,
220,USACE - Galveston,0,0,0,0,0,1,2,5,8,12,17,22,28,36,43,50,58,66,75,83,92,100,100,100,100,100,100,100,100,
221,USACE - Galveston,0,0,0,0,12,17,21,25,28,31,34,36,38,41,43,45,47,48,50,52,54,55,57,59,61,63,65,67,69,
222,USACE - Galveston,0,0,0,0,14,20,32,33,34,36,38,42,50,56,60,63,67,70,73,76,78,81,84,86,88,90,92,94,96,
223,USACE - Galveston,0,0,0,0,0,2,3,5,8,10,12,15,17,20,23,27,31,35,40,45,50,55,60,66,71,76,81,86,91,
224,USACE - Galveston,0,0,0,0,0,3,7,7,7,9,11,14,17,20,23,26,30,33,37,40,44,48,52,57,61,65,69,73,77,
225,USACE - Galveston,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80,80,80,
226,USACE - Galveston,0,0,0,0,0,8,10,11,13,15,18,21,24,28,32,37,41,46,51,56,61,66,71,76,81,86,91,96,100,
227,USACE - Galveston,0,0,0,0,0,20,22,24,26,27,28,29,30,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
228,USACE - Galveston,0,0,0,0,0,1,5,5,5,7,8,11,14,18,22,27,33,38,45,51,57,63,68,73,78,83,88,93,98,
229,USACE - Galveston,0,0,0,0,0,15,20,30,35,40,45,50,60,70,80,85,90,95,100,100,100,100,100,100,100,100,100,100,100,
230,USACE - Galveston,0,0,0,0,0,20,24,28,32,34,36,38,40,42,44,46,48,50,50,50,50,50,50,50,50,50,50,50,50,
231,USACE - Galveston,0,0,0,0,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
232,USACE - Galveston,0,0,0,0,0,7,7,8,9,11,13,16,19,22,26,30,34,38,42,46,51,55,60,64,68,72,76,80,84,
233,USACE - Galveston,0,0,0,0,0,1,2,5,8,12,17,22,28,36,43,50,58,66,75,83,92,100,100,100,100,100,100,100,100,
234,USACE - Galveston,0,0,0,0,0,2,4,4,5,6,7,9,11,14,17,21,25,29,33,37,42,46,51,55,59,63,67,71,75,
235,USACE - Galveston,0,0,0,0,17,17,17,17,23,32,45,55,61,66,69,73,76,78,80,82,85,86,87,89,91,93,95,97,99,
236,USACE - Galveston,0,0,0,0,0,5,8,9,9,9,11,14,18,24,31,40,50,58,64,69,73,77,80,83,86,89,92,95,98,
237,USACE - Galveston,0,0,0,0,0,5,11,16,21,26,31,37,42,47,52,56,61,65,70,74,78,81,84,87,90,93,96,99,100,
238,USACE - Galveston,0,0,0,0,0,20,22,24,26,28,30,32,34,36,38,39,40,43,47,50,50,50,50,50,50,50,50,50,50,
239,USACE - Galveston,0,0,0,0,0,3,4,5,6,7,10,14,20,29,37,44,50,55,59,63,67,71,75,78,82,86,90,94,98,
240,USACE - Galveston,0,0,0,0,0,10,10,10,11,12,13,14,16,18,20,22,25,29,34,41,50,58,63,68,73,78,83,88,93,
241,USACE - Galveston,0,0,0,0,0,12,12,12,12,12,12,14,15,18,21,25,30,35,40,46,52,58,64,70,76,82,88,94,100,
242,USACE - Galveston,0,0,0,0,0,18,20,20,20,20,20,22,27,33,39,44,49,53,58,62,66,69,73,77,81,85,89,93,97,
243,USACE - Galveston,0,0,0,0,0,12,13,15,16,17,18,21,25,30,35,42,50,57,63,67,72,75,79,82,85,88,91,94,97,
244,USACE - Galveston,0,0,0,0,0,1,1,2,2,3,5,6,8,11,16,22,29,39,50,60,67,72,77,80,83,86,89,92,95,
245,USACE - Galveston,0,0,0,0,0,10,10,10,11,12,14,17,23,31,38,44,50,55,61,66,71,75,79,83,87,91,95,99,100,
246,USACE - Galveston,0,0,0,0,0,20,25,30,35,40,45,50,60,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
247,USACE - Galveston,0,0,0,0,5,10,13,14,15,15,15,16,18,23,27,37,50,59,66,71,75,78,82,84,86,88,90,92,94,
248,USACE - Galveston,0,0,0,0,2,2,3,6,10,15,22,27,32,37,41,46,50,54,58,62,65,69,73,77,81,85,89,93,97,
249,USACE - Galveston,0,0,0,0,0,0,30,37,43,55,60,67,75,80,83,86,90,90,90,90,90,90,90,90,90,90,90,90,90,
250,USACE - Galveston,0,0,0,0,0,20,30,33,36,39,42,45,47,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,
251,USACE - Galveston,0,0,0,0,0,0,15,15,20,25,30,35,40,45,50,55,65,75,80,80,80,80,80,80,80,80,80,80,80,
252,USACE - Galveston,0,0,0,0,0,0,1,3,5,7,10,13,16,19,23,27,33,38,49,60,69,76,82,86,90,94,98,100,100,
253,USACE - Galveston,0,0,0,0,0,3,6,9,12,15,18,21,24,27,30,33,36,39,40,45,50,50,50,50,50,50,50,50,50,
254,USACE - Galveston,0,0,0,0,0,8,9,10,12,15,17,18,18,19,20,23,26,29,33,38,43,49,55,61,67,73,79,85,91,
255,USACE - Galveston,0,0,0,0,0,9,13,18,21,22,23,24,25,25,25,26,27,28,29,29,30,31,31,32,33,34,35,36,37,
256,USACE - Galveston,0,0,0,0,0,8,9,10,12,15,17,18,18,19,20,23,29,33,38,43,49,55,61,67,73,79,85,91,97,
257,USACE - Galveston,0,0,0,0,0,10,10,10,11,12,13,14,15,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
258,USACE - Galveston,0,0,0,0,0,10,12,14,16,18,20,23,26,30,40,45,55,55,55,55,55,55,55,55,55,55,55,55,55,
259,USACE - Galveston,0,0,0,0,0,0,20,24,28,32,36,40,44,48,50,50,55,55,60,60,60,60,60,60,60,60,60,60,60,
260,USACE - Galveston,0,0,0,0,0,10,15,20,25,30,33,36,40,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,
261,USACE - Galveston,0,0,0,0,0,0,0,2,5,10,10,15,15,20,20,25,25,35,35,45,45,45,45,45,45,45,45,45,45,
262,USACE - Wilmington,0,0,0,0,5,14,23,32,38,44,51,56,60,63,66,68,71,73,75,77,79,81,83,85,87,89,91,93,95,
263,USACE - Wilmington,0,0,0,0,4,6,9,14,20,29,43,58,68,73,78,82,87,91,94,97,100,100,100,100,100,100,100,100,100,
264,USACE - Wilmington,0,0,0,0,6,10,12,16,23,37,54,74,83,87,90,92,93,93,94,95,96,97,98,99,100,100,100,100,100,
265,USACE - Wilmington,0,0,0,0,9,17,24,29,36,48,61,75,84,86,87,89,91,92,92,93,94,95,96,97,98,99,100,100,100,
266,USACE - Wilmington,0,0,0,0,5,19,43,60,66,72,77,83,87,90,91,93,94,95,96,97,98,99,100,100,100,100,100,100,100,
267,USACE - Wilmington,0,0,0,0,15,20,29,37,44,50,55,62,67,71,75,79,84,88,97,100,100,100,100,100,100,100,100,100,100,
268,USACE - Wilmington,0,0,0,0,5,18,36,50,57,64,70,78,83,85,86,86,88,89,90,91,92,93,94,95,96,97,98,99,100,
269,USACE - Wilmington,0,0,0,0,15,25,34,40,44,47,50,52,55,59,62,65,68,71,74,77,80,83,86,89,92,95,98,100,100,
270,USACE - Wilmington,0,0,0,0,4,10,19,25,29,33,37,42,47,51,55,59,64,68,72,76,80,84,88,92,96,100,100,100,100,
271,USACE - Wilmington,0,0,0,0,8,13,17,21,25,29,35,40,46,51,56,60,65,70,74,78,82,86,90,94,98,100,100,100,100,
272,USACE - Wilmington,0,0,0,0,2,14,26,38,50,60,71,83,91,95,97,98,98,99,100,100,100,100,100,100,100,100,100,100,100,
273,USACE - Wilmington,0,0,0,0,6,19,35,48,56,64,72,80,86,90,90,91,92,93,94,95,96,97,98,99,100,100,100,100,100,
274,USACE - Wilmington,0,0,0,0,7,13,21,28,33,37,42,47,52,57,61,66,71,75,80,84,88,92,96,100,100,100,100,100,100,
275,USACE - Wilmington,0,0,0,0,5,11,18,24,30,35,39,43,48,53,57,57,66,70,75,79,83,87,91,95,99,100,100,100,100,
276,USACE - New Orleans,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
277,USACE - New Orleans,0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
278,USACE - New Orleans,0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,
279,USACE - New Orleans,0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,
280,USACE - New Orleans,0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
281,USACE - New Orleans,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
282,USACE - New Orleans,0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
283,USACE - New Orleans,0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,
284,USACE - New Orleans,0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,
285,USACE - New Orleans,0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
286,USACE - New Orleans,0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
287,USACE - New Orleans,0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
288,USACE - New Orleans,0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,
289,USACE - New Orleans,0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,
290,USACE - New Orleans,0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,
291,USACE - New Orleans,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
292,USACE - New Orleans,0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
293,USACE - New Orleans,0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,
294,USACE - New Orleans,0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,
295,USACE - New Orleans,0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
296,USACE - New Orleans,0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
297,USACE - New Orleans,0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
298,USACE - New Orleans,0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,
299,USACE - New Orleans,0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,
300,USACE - New Orleans,0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,
301,USACE - New Orleans,0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
302,USACE - New Orleans,0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
